,TrackID,TrackName,Popularity,Duration,Explicit,Artists,ArtistsID,ReleaseYear,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,TimeSignature,artists_upd_v1,artists_upd_v2,artists_upd,artists_song,consolidates_genre_lists,popularity_red
9815,7s8v7hQ80FZyL1N9FHZW5W,Пока боги спят,30,426000,0,['Сергей Маврин'],['77PePiWlGlG80CJEgPah3B'],2004,0.26,0.871,3,-3.255,1,0.0659,0.0228,0.000263,0.24,0.457,119.535,3,['Сергей Маврин'],[],['Сергей Маврин'],Сергей Маврин+Пока боги спят,"['russian_heavy_metal', 'russian_metal']",6
11564,38Mxx28rpORDuDAGuZe1F4,Ben Seni Sevduğumi,33,172500,0,['Şevval Sam'],['5zkh6MICzIQIUoA9NfZpBx'],2008,0.487,0.186,2,-4.794,1,0.0379,0.965,0.0,0.22,0.572,78.869,5,['Şevval Sam'],[],['Şevval Sam'],Şevval Sam+Ben Seni Sevduğumi,"['karadeniz_turkuleri', 'turkish_pop', 'turkish_folk', 'turkish_jazz']",6
11704,6mGP1LAOLKTUcu1TpAF8vy,Lovelock,38,240425,0,['Łąki Łan'],['2fyLjdAfNDXGANys1KoAzo'],2012,0.705,0.97,0,-3.872,1,0.116,0.0371,6.2e-06,0.241,0.851,139.988,4,['Łąki Łan'],[],['Łąki Łan'],Łąki Łan+Lovelock,['polish_alternative'],7
11706,4G1GhiYTkfgsmMv1xlL6jO,"Zabij się, zabij",26,236773,0,['Łzy'],['49kDJkXVeVB2KjvJmAwq0f'],1998,0.568,0.645,0,-7.967,1,0.0278,0.0124,0.0,0.113,0.616,120.858,4,['Łzy'],[],['Łzy'],"Łzy+Zabij się, zabij",['polish_pop'],5
11711,10hWSYRQZ4B1IjPafMhiKr,Jestem jaka jestem,27,230574,0,['Łzy'],['49kDJkXVeVB2KjvJmAwq0f'],2002,0.523,0.854,7,-5.224,1,0.0324,0.0236,0.0,0.368,0.558,93.02,4,['Łzy'],[],['Łzy'],Łzy+Jestem jaka jestem,['polish_pop'],5
11714,1tr7p7gktb3YAydLpcxYeY,"Anastazja, jestem",28,236426,0,['Łzy'],['49kDJkXVeVB2KjvJmAwq0f'],2002,0.606,0.742,5,-5.66,1,0.0289,0.0121,0.0,0.194,0.142,107.967,4,['Łzy'],[],['Łzy'],"Łzy+Anastazja, jestem",['polish_pop'],5
11722,3eBgBKYv51v1ASEWQxv0r0,To Nic Nie Znaczy,45,199682,0,['Łona I Webber'],['6DMuRVdgTNmZCYRlekKWvO'],2011,0.605,0.589,11,-7.806,0,0.762,0.271,0.0,0.093,0.441,177.181,4,['Łona I Webber'],[],['Łona I Webber'],Łona I Webber+To Nic Nie Znaczy,"['polish_hip_hop', 'polish_alternative', 'polish_alternative_rap']",9
13188,4XsAEcfOPMGJ9zfOhcaUtJ,If,35,213000,0,"['Étienne Daho', 'Charlotte Gainsbourg']","['5aDKJuLDczfmHfRSOmHCJk', '2rBcvLKWCZs9w1qIWv560v']",2003,0.721,0.501,6,-13.914,0,0.0285,0.0196,0.396,0.202,0.917,109.873,4,"['Étienne Daho', 'Charlotte Gainsbourg']",[],"['Étienne Daho', 'Charlotte Gainsbourg']",Étienne Daho+If,"['french_rock', 'electronica', 'french_indie_pop', 'art_pop', 'french_indietronica', 'rennes_indie', 'french_synthpop', 'french_pop', 'chanson', 'nouvelle_chanson_francaise']",7
13480,5RaBP5ZEKsjhU0EOhvfunB,Kendimden Geriye,42,235867,0,['Çilekeş'],['3iLM9tkogCRKgRYYbt8tvN'],2005,0.466,0.827,1,-5.591,0,0.0323,0.000205,0.00931,0.105,0.323,87.986,4,['Çilekeş'],[],['Çilekeş'],Çilekeş+Kendimden Geriye,"['turkish_alternative', 'turkish_metal', 'turkish_rock', 'turkish_alternative_rock', 'turkish_punk']",8
13696,0yi098OFF7nbfA6R1edWXt,Ya Lo Sabemos,37,197067,1,['Árbol'],['6OO01j5rLKCyPg4i3FuzIT'],2002,0.344,0.63,2,-5.731,1,0.0304,0.0748,0.00358,0.197,0.473,137.133,5,['Árbol'],[],['Árbol'],Árbol+Ya Lo Sabemos,"['rock_nacional', 'rock_en_espanol', 'latin_alternative', 'argentine_rock', 'latin_rock']",7
13719,4MOe2xmBivPMIqrSWyOQqR,Pensando en ti,31,288733,0,['Ángeles Del Infierno'],['2qzYtiwABDEql4L7JpZ59Y'],1987,0.651,0.387,9,-14.407,0,0.0409,0.604,0.000113,0.0907,0.524,111.991,4,['Ángeles Del Infierno'],[],['Ángeles Del Infierno'],Ángeles Del Infierno+Pensando en ti,"['rock_en_espanol', 'spanish_metal', 'rock_urbano_mexicano', 'latin_metal']",6
13732,24LhV7Vz9e2wMbBPgik7Zv,Joven para morir,29,202600,0,['Ángeles Del Infierno'],['2qzYtiwABDEql4L7JpZ59Y'],1986,0.614,0.694,2,-12.705,1,0.0665,0.00258,0.0,0.0671,0.603,76.838,4,['Ángeles Del Infierno'],[],['Ángeles Del Infierno'],Ángeles Del Infierno+Joven para morir,"['rock_en_espanol', 'spanish_metal', 'rock_urbano_mexicano', 'latin_metal']",5
13736,3LkYb5kGZa3NHuigVzenWA,Fuera de la ley,22,241107,0,['Ángeles Del Infierno'],['2qzYtiwABDEql4L7JpZ59Y'],1987,0.3,0.939,2,-10.379,1,0.0771,0.0138,1.73e-06,0.0891,0.0411,144.935,4,['Ángeles Del Infierno'],[],['Ángeles Del Infierno'],Ángeles Del Infierno+Fuera de la ley,"['rock_en_espanol', 'spanish_metal', 'rock_urbano_mexicano', 'latin_metal']",4
13879,4miEA9U9PZKBYryATLzCKC,Hasty Boom Alert,37,315133,0,['µ-Ziq'],['7AiamoV760pPGGM5PbOC6X'],1997,0.52,0.858,9,-8.718,1,0.0729,0.108,0.834,0.117,0.215,93.834,4,['µ-Ziq'],[],['µ-Ziq'],µ-Ziq+Hasty Boom Alert,"['intelligent_dance_music', 'drill_and_bass', 'braindance', 'uk_experimental_electronic', 'deep_idm', 'ninja']",7
13881,4Z8jptUDjJDuxBf0pSOvSi,Brace Yourself Jason,39,382373,0,['µ-Ziq'],['7AiamoV760pPGGM5PbOC6X'],1997,0.546,0.734,7,-8.808,1,0.0343,0.127,0.932,0.0501,0.447,145.867,4,['µ-Ziq'],[],['µ-Ziq'],µ-Ziq+Brace Yourself Jason,"['intelligent_dance_music', 'drill_and_bass', 'braindance', 'uk_experimental_electronic', 'deep_idm', 'ninja']",7
13891,7vJziOrwBGtGshVapxEE9x,Rescue Me,47,199227,0,['zebrahead'],['6SiyKSeJo6gcsS2NvuAbsl'],2003,0.424,0.968,9,-3.989,1,0.196,0.00262,0.0,0.0691,0.531,193.505,4,['zebrahead'],[],['zebrahead'],zebrahead+Rescue Me,"['punk', 'pop_punk', 'skate_punk', 'funk_metal', 'rap_rock']",9
13892,1m3wdcuORJ0NFChz9hYSk7,Playmate of the Year,35,177667,0,['zebrahead'],['6SiyKSeJo6gcsS2NvuAbsl'],2001,0.54,0.962,9,-5.814,0,0.0647,1.47e-05,0.253,0.139,0.698,131.246,4,['zebrahead'],[],['zebrahead'],zebrahead+Playmate of the Year,"['punk', 'pop_punk', 'skate_punk', 'funk_metal', 'rap_rock']",7
13894,1lGPTDBGbDKJnpxEg9GMsi,Hello Tomorrow,49,244160,0,['zebrahead'],['6SiyKSeJo6gcsS2NvuAbsl'],2003,0.475,0.943,8,-5.376,0,0.13,0.000471,1.87e-05,0.223,0.496,154.808,4,['zebrahead'],[],['zebrahead'],zebrahead+Hello Tomorrow,"['punk', 'pop_punk', 'skate_punk', 'funk_metal', 'rap_rock']",9
13895,28q2v77HT5TrNO4Spm4AYk,Hell Yeah!,48,217488,0,['zebrahead'],['6SiyKSeJo6gcsS2NvuAbsl'],2008,0.463,0.988,1,-1.647,1,0.17,0.00843,0.0,0.331,0.511,175.046,4,['zebrahead'],[],['zebrahead'],zebrahead+Hell Yeah!,"['punk', 'pop_punk', 'skate_punk', 'funk_metal', 'rap_rock']",9
13896,5bsJbow5ouEx8bHJRr54Ky,Falling Apart,57,189467,0,['zebrahead'],['6SiyKSeJo6gcsS2NvuAbsl'],2003,0.543,0.99,1,-3.116,1,0.15,0.00121,0.0,0.416,0.2,111.98,4,['zebrahead'],[],['zebrahead'],zebrahead+Falling Apart,"['punk', 'pop_punk', 'skate_punk', 'funk_metal', 'rap_rock']",11
14003,1hdlpRiRTVIjO6yGYVLJJp,Bebendo vinho,40,268493,0,['wander wildner'],['3kkd2ywd7eR5uPocPzTwFE'],1996,0.55,0.638,7,-10.438,1,0.0259,0.000421,0.0558,0.108,0.6,124.76,4,['wander wildner'],[],['wander wildner'],wander wildner+Bebendo vinho,"['brazilian_rock', 'rock_gaucho', 'brazilian_punk']",8
14170,6apCuRzYH3rRyQudXjPGac,Я твоя не первая,44,256427,0,['t.A.T.u.'],['2Q3eZMfDQgT8MhPowKFXYO'],2002,0.856,0.72,5,-8.202,0,0.0548,0.145,0.000253,0.136,0.666,99.973,4,['t.A.T.u.'],[],['t.A.T.u.'],t.A.T.u.+Я твоя не первая,"['girl_group', 'dance_pop']",8
14172,7l4FWFOnFSBySU14PosOzh,Я сошла с ума,50,209467,0,['t.A.T.u.'],['2Q3eZMfDQgT8MhPowKFXYO'],2002,0.491,0.796,1,-6.078,1,0.0863,0.0104,7.86e-06,0.0877,0.677,179.997,4,['t.A.T.u.'],[],['t.A.T.u.'],t.A.T.u.+Я сошла с ума,"['girl_group', 'dance_pop']",10
14173,7eHXlCoBWEisJWlE70nZnx,Робот,39,231107,0,['t.A.T.u.'],['2Q3eZMfDQgT8MhPowKFXYO'],2002,0.812,0.815,8,-8.715,0,0.0684,0.124,0.000421,0.175,0.829,139.959,4,['t.A.T.u.'],[],['t.A.T.u.'],t.A.T.u.+Робот,"['girl_group', 'dance_pop']",7
14177,7E6r5GdVatRxlUKQMEfoSB,Досчитай до ста,31,275000,0,['t.A.T.u.'],['2Q3eZMfDQgT8MhPowKFXYO'],2002,0.793,0.974,8,-3.615,0,0.0455,0.0661,0.000113,0.0947,0.844,127.953,4,['t.A.T.u.'],[],['t.A.T.u.'],t.A.T.u.+Досчитай до ста,"['girl_group', 'dance_pop']",6
14184,6EuMULJqScu7ynqG6Rked8,Mальчик-гей,43,196853,0,['t.A.T.u.'],['2Q3eZMfDQgT8MhPowKFXYO'],2002,0.959,0.92,9,-4.786,0,0.0569,0.293,0.00525,0.0583,0.66,132.975,4,['t.A.T.u.'],[],['t.A.T.u.'],t.A.T.u.+Mальчик-гей,"['girl_group', 'dance_pop']",8
14423,0f1A6S3bDNFGr8Z2iRj5PK,If You Leave (feat. Next),33,275160,0,"[""Destiny's Child"", 'Next']","['1Y8cdNmUJH7yBTd9yOvr5i', '2MGT7CYlixSPxAnnkhLpaA']",1999,0.686,0.708,1,-5.656,0,0.229,0.0202,0.0,0.114,0.834,127.924,4,"['s Child"", ']","[""Destiny's Child""]","['s Child"", ']","s Child"", +If You Leave (feat. Next)",[],6
14886,10rAaRSf6nLT80gRL0vSM3,Şehr-i Hüzün,32,63307,0,['maNga'],['7rEIUw67hRTgievwuKQGSj'],2009,0.547,0.534,2,-12.455,0,0.0376,0.299,0.917,0.103,0.154,120.07,4,['maNga'],[],['maNga'],maNga+Şehr-i Hüzün,"['turkish_rock', 'turkish_pop']",6
14916,4ZxRGl7Re3DLL9ykHDrZdb,Cevapsiz Sorular,40,267573,0,['maNga'],['7rEIUw67hRTgievwuKQGSj'],2012,0.397,0.346,1,-10.02,0,0.0295,0.144,0.0,0.0793,0.198,127.484,5,['maNga'],[],['maNga'],maNga+Cevapsiz Sorular,"['turkish_rock', 'turkish_pop']",8
15036,5SnO9GRluQtBx8mBSAuQwH,Kažkada,32,270627,0,['lemon joy'],['6XgZ8U5jH9xLfZky7dVYkf'],2011,0.536,0.884,5,-5.413,0,0.0375,0.00022,0.00031,0.251,0.486,119.987,4,['lemon joy'],[],['lemon joy'],lemon joy+Kažkada,"['lithuanian_pop', 'lithuanian_rock']",6
15052,6tf7zbiv2leQNycVDZwuLg,Ganarle a la Ciudad,16,176027,0,['latejapride*'],['0te4j9deAol1V0ENp08xal'],2007,0.786,0.64,4,-5.412,0,0.103,0.19,2.56e-06,0.384,0.685,98.011,4,['latejapride*'],[],['latejapride*'],latejapride*+Ganarle a la Ciudad,"['rap_uruguayo', 'uruguayan_indie']",3
15144,7sgGULtAhIts3SeZdou7py,VinterNoll2,46,265440,0,['kent'],['4KXp3xtaz1wWXnu5u34eVX'],2002,0.501,0.952,1,-3.899,0,0.0415,0.000285,0.0154,0.129,0.427,138.015,4,['kent'],[],['kent'],kent+VinterNoll2,"['classic_swedish_pop', 'swedish_alternative_rock', 'swedish_indie_rock', 'swedish_pop']",9
15171,5YCKObb1A7YIeOKzXhREwz,Pärlor,51,235960,0,['kent'],['4KXp3xtaz1wWXnu5u34eVX'],2002,0.552,0.811,3,-5.961,0,0.0312,4.64e-05,0.042,0.0764,0.497,131.033,4,['kent'],[],['kent'],kent+Pärlor,"['classic_swedish_pop', 'swedish_alternative_rock', 'swedish_indie_rock', 'swedish_pop']",10
15191,1fEgtkMkRbNN1aaxHTmTMY,Kevlarsjäl,41,266565,0,['kent'],['4KXp3xtaz1wWXnu5u34eVX'],1999,0.511,0.728,1,-5.172,0,0.0315,0.0233,0.0,0.101,0.351,135.984,4,['kent'],[],['kent'],kent+Kevlarsjäl,"['classic_swedish_pop', 'swedish_alternative_rock', 'swedish_indie_rock', 'swedish_pop']",8
15199,6ZxuqZnTYZ6VrWBRVa10dc,Ingenting någonsin,27,237133,0,['kent'],['4KXp3xtaz1wWXnu5u34eVX'],1995,0.272,0.892,4,-6.427,1,0.0445,1.35e-05,0.52,0.0991,0.266,108.031,4,['kent'],[],['kent'],kent+Ingenting någonsin,"['classic_swedish_pop', 'swedish_alternative_rock', 'swedish_indie_rock', 'swedish_pop']",5
15200,1KJe9UbBelM1Jz0uZRPlhi,Ingenting,44,257747,0,['kent'],['4KXp3xtaz1wWXnu5u34eVX'],2007,0.627,0.825,9,-7.0,0,0.0335,3.96e-05,0.0175,0.193,0.463,120.032,4,['kent'],[],['kent'],kent+Ingenting,"['classic_swedish_pop', 'swedish_alternative_rock', 'swedish_indie_rock', 'swedish_pop']",8
15215,1fgTbeK7FID2jVNTfyBAsh,En himmelsk drog,39,242927,0,['kent'],['4KXp3xtaz1wWXnu5u34eVX'],1999,0.528,0.886,9,-5.36,0,0.0462,0.000179,0.000243,0.331,0.667,103.978,4,['kent'],[],['kent'],kent+En himmelsk drog,"['classic_swedish_pop', 'swedish_alternative_rock', 'swedish_indie_rock', 'swedish_pop']",7
15224,1QJx7n6AO45hO9aYqnRAKH,Dom som försvann,38,295640,0,['kent'],['4KXp3xtaz1wWXnu5u34eVX'],2005,0.375,0.749,2,-5.739,0,0.0296,0.00122,0.0988,0.0855,0.547,101.971,4,['kent'],[],['kent'],kent+Dom som försvann,"['classic_swedish_pop', 'swedish_alternative_rock', 'swedish_indie_rock', 'swedish_pop']",7
15225,1yU51sZHtxvZHlni32lgxM,Dom andra,52,226773,0,['kent'],['4KXp3xtaz1wWXnu5u34eVX'],2002,0.527,0.871,10,-7.013,0,0.0663,0.0053,0.000339,0.103,0.402,103.015,4,['kent'],[],['kent'],kent+Dom andra,"['classic_swedish_pop', 'swedish_alternative_rock', 'swedish_indie_rock', 'swedish_pop']",10
15233,2vYXfz9jRvBb6q4ZrbL953,Blåjeans,35,177640,0,['kent'],['4KXp3xtaz1wWXnu5u34eVX'],1995,0.57,0.605,8,-8.162,1,0.0247,0.000557,0.00175,0.0913,0.424,101.994,4,['kent'],[],['kent'],kent+Blåjeans,"['classic_swedish_pop', 'swedish_alternative_rock', 'swedish_indie_rock', 'swedish_pop']",7
15241,1neOfnHiC6ZQU3Cyy5Nf0j,747,32,467600,0,['kent'],['4KXp3xtaz1wWXnu5u34eVX'],1997,0.525,0.691,1,-9.109,1,0.0279,4.19e-05,0.511,0.353,0.174,102.613,4,['kent'],[],['kent'],kent+747,"['classic_swedish_pop', 'swedish_alternative_rock', 'swedish_indie_rock', 'swedish_pop']",6
15296,5S0pF13mOsTnYweFwFy4D0,Hallelujah,55,308440,0,['k.d. lang'],['6W1BHDF0T4a4KYcSwzD586'],2010,0.339,0.184,4,-8.624,1,0.0289,0.846,2.71e-06,0.109,0.0989,76.053,4,['k.d. lang'],[],['k.d. lang'],k.d. lang+Hallelujah,"['singer-songwriter', 'new_wave_pop', 'canadian_pop', 'mellow_gold', 'permanent_wave', 'folk', 'lilith', 'canadian_country', 'queer_country', 'canadian_singer-songwriter']",11
15297,0wCrg1LhgPcGMw51qqpI6k,Constant Craving,59,277240,0,['k.d. lang'],['6W1BHDF0T4a4KYcSwzD586'],2010,0.6,0.77,5,-5.559,0,0.0302,0.0603,4.79e-06,0.0967,0.321,128.473,4,['k.d. lang'],[],['k.d. lang'],k.d. lang+Constant Craving,"['singer-songwriter', 'new_wave_pop', 'canadian_pop', 'mellow_gold', 'permanent_wave', 'folk', 'lilith', 'canadian_country', 'queer_country', 'canadian_singer-songwriter']",11
15366,0OSAJEA0ekX6pr2nuiPzX7,Rapture (feat.Nadia Ali),56,253587,0,"['iio', 'Nadia Ali']","['5WVf5DCSYmK4JYD6vIcttw', '1C60viSZv6BoYtrnkZ44g5']",2006,0.661,0.855,8,-8.403,1,0.0377,0.0722,0.0185,0.199,0.601,123.943,4,"['iio', 'Nadia Ali']",[],"['iio', 'Nadia Ali']",iio+Rapture (feat.Nadia Ali),"['tribal_house', 'vocal_house', 'vocal_trance', 'trance', 'edm']",11
15539,0aUzhPvOfVgG1IrvFI8PtF,ERASE,20,205200,0,['hide'],['0FN9uqveLW33mz8hlDLiFU'],1996,0.587,0.965,10,-6.532,0,0.0603,0.000225,0.00177,0.295,0.529,129.945,4,['hide'],[],['hide'],hide+ERASE,"['visual_kei', 'oshare_kei', 'j-rock', 'j-metal']",4
15745,3RD6AMDIgly2CO5nrqUnmc,Brave Captain,42,195800,1,['fIREHOSE'],['6MIbrfpc9aH6gsEl2yep68'],1986,0.438,0.826,2,-8.616,1,0.0469,0.0678,7.2e-06,0.0267,0.766,171.45,4,['fIREHOSE'],[],['fIREHOSE'],fIREHOSE+Brave Captain,"['post-punk', 'punk', 'gbvfi', 'post-hardcore', 'alternative_pop', 'alternative_rock']",8
15986,3HAzzqzy7gHoPcvLovHCDW,Wake Me Up Before I Sleep,22,173760,0,['dEUS'],['3zMir00BoCKhwNTjlT61KN'],1996,0.401,0.0817,2,-20.183,1,0.0383,0.935,0.00133,0.125,0.174,132.053,4,['dEUS'],[],['dEUS'],dEUS+Wake Me Up Before I Sleep,"['belgian_indie', 'belgian_rock', 'belgian_indie_rock']",4
15988,6I58oZZbRK7bXZsCzQ2cY1,Theme From Turnpike,25,344627,0,['dEUS'],['3zMir00BoCKhwNTjlT61KN'],1996,0.432,0.49,8,-9.623,1,0.0375,0.0421,0.691,0.0708,0.335,124.905,4,['dEUS'],[],['dEUS'],dEUS+Theme From Turnpike,"['belgian_indie', 'belgian_rock', 'belgian_indie_rock']",5
15995,7ugKEyAhwvvkwgw6dvEhZm,Serpentine,31,196333,0,['dEUS'],['3zMir00BoCKhwNTjlT61KN'],1996,0.62,0.189,11,-17.912,0,0.0515,0.753,0.0021,0.108,0.151,110.355,4,['dEUS'],[],['dEUS'],dEUS+Serpentine,"['belgian_indie', 'belgian_rock', 'belgian_indie_rock']",6
15996,3yHIYykAmzd650VSmEBE74,Roses,38,292200,0,['dEUS'],['3zMir00BoCKhwNTjlT61KN'],1996,0.362,0.453,1,-12.279,1,0.043,0.0983,0.000413,0.187,0.0793,117.687,4,['dEUS'],[],['dEUS'],dEUS+Roses,"['belgian_indie', 'belgian_rock', 'belgian_indie_rock']",7
16002,2YKZ9avgT145BkCasAfEIQ,Little Arithmetics,40,269800,0,['dEUS'],['3zMir00BoCKhwNTjlT61KN'],1996,0.264,0.495,0,-10.882,1,0.0393,0.0515,0.249,0.358,0.282,143.114,4,['dEUS'],[],['dEUS'],dEUS+Little Arithmetics,"['belgian_indie', 'belgian_rock', 'belgian_indie_rock']",8
16004,0wLeXKBtG1wcpA86TyLLvZ,Instant Street,44,373067,0,['dEUS'],['3zMir00BoCKhwNTjlT61KN'],1999,0.467,0.883,7,-4.749,1,0.0317,0.000936,0.0108,0.154,0.58,118.545,4,['dEUS'],[],['dEUS'],dEUS+Instant Street,"['belgian_indie', 'belgian_rock', 'belgian_indie_rock']",8
16007,2JFuLDwuZ1sk18yqjSPT5r,"Fell Off The Floor, Man",32,313693,0,['dEUS'],['3zMir00BoCKhwNTjlT61KN'],1996,0.656,0.578,11,-11.964,1,0.164,0.108,0.238,0.376,0.592,126.423,4,['dEUS'],[],['dEUS'],"dEUS+Fell Off The Floor, Man","['belgian_indie', 'belgian_rock', 'belgian_indie_rock']",6
16009,73Jy9lLHHGvZOo99Yzs4CS,Disappointed In The Sun,24,363107,0,['dEUS'],['3zMir00BoCKhwNTjlT61KN'],1996,0.524,0.496,0,-9.417,1,0.0272,0.113,0.00229,0.145,0.376,133.649,4,['dEUS'],[],['dEUS'],dEUS+Disappointed In The Sun,"['belgian_indie', 'belgian_rock', 'belgian_indie_rock']",4
16102,6VOM9VW2HspbL77jPEaBxW,Dead Man Walking,51,237693,1,['bloodsimple'],['4APnCNlupzw0eNxRIjSM45'],2007,0.541,0.98,1,-3.463,1,0.0832,0.000172,1.6e-06,0.319,0.388,107.779,4,['bloodsimple'],[],['bloodsimple'],bloodsimple+Dead Man Walking,"['melodic_metalcore', 'alternative_metal', 'rap_rock', 'groove_metal', 'industrial_metal', 'nu_metal']",10
16106,3LUKg1xgKaUaWS7rjG25IJ,Waggy,46,196533,0,['blink-182'],['6FBDaR13swtiWwGhX1WQsP'],1997,0.356,0.989,2,-5.57,1,0.11,8.96e-05,9.49e-06,0.0958,0.235,127.588,4,['blink-182'],[],['blink-182'],blink-182+Waggy,"['socal_pop_punk', 'punk', 'pop_punk']",9
16107,0ajjflpgTI6XpkUOhfMZ7c,Voyeur,41,163827,0,['blink-182'],['6FBDaR13swtiWwGhX1WQsP'],1997,0.493,0.947,5,-5.209,0,0.0564,0.000376,0.00198,0.401,0.926,119.511,4,['blink-182'],[],['blink-182'],blink-182+Voyeur,"['socal_pop_punk', 'punk', 'pop_punk']",8
16120,3DuH3vgKy6oqhgesvbH1ZC,Pathetic,48,148707,1,['blink-182'],['6FBDaR13swtiWwGhX1WQsP'],1997,0.235,0.959,11,-4.652,1,0.0831,7.23e-06,1.64e-06,0.3,0.533,102.646,4,['blink-182'],[],['blink-182'],blink-182+Pathetic,"['socal_pop_punk', 'punk', 'pop_punk']",9
16126,5IKqS0Kmme9uVOVjulysEV,Josie,53,199973,0,['blink-182'],['6FBDaR13swtiWwGhX1WQsP'],1997,0.425,0.978,11,-5.154,1,0.109,5.44e-05,0.000267,0.124,0.583,99.867,4,['blink-182'],[],['blink-182'],blink-182+Josie,"['socal_pop_punk', 'punk', 'pop_punk']",10
16151,29bWDkf8qtCmsvDWOW55CJ,After Midnight,54,206867,0,['blink-182'],['6FBDaR13swtiWwGhX1WQsP'],2011,0.541,0.889,9,-3.997,1,0.049,0.00642,1.71e-05,0.02,0.902,167.995,4,['blink-182'],[],['blink-182'],blink-182+After Midnight,"['socal_pop_punk', 'punk', 'pop_punk']",10
16317,5SDVaYU4nfaIV0rNSlWSCa,三日月,57,279013,0,['ayaka'],['22FsmLO3ZyvgWBy5QbfcQi'],2006,0.496,0.476,2,-5.077,1,0.0266,0.293,0.0,0.0771,0.405,143.758,4,['ayaka'],[],['ayaka'],ayaka+三日月,"['j-pop', 'japanese_singer-songwriter', 'j-rock']",11
16331,7wx5xFmhBd5T9dZFTl9YeA,I believe,49,297253,0,['ayaka'],['22FsmLO3ZyvgWBy5QbfcQi'],2006,0.523,0.457,0,-5.651,1,0.029,0.181,0.0,0.332,0.199,119.948,4,['ayaka'],[],['ayaka'],ayaka+I believe,"['j-pop', 'japanese_singer-songwriter', 'j-rock']",9
16507,4awd8oQu7hKVw3hTFDtHoj,Touchy!,48,277240,0,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],1988,0.612,0.509,0,-14.902,1,0.0342,0.00431,0.0477,0.0663,0.32,103.634,4,['a-ha'],[],['a-ha'],a-ha+Touchy!,"['new_wave_pop', 'new_romantic', 'synthpop', 'permanent_wave', 'soft_rock', 'new_wave']",9
16508,14gby1nRakJe9wZeLvkLag,This Alone Is Love,31,315840,0,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],1988,0.555,0.363,2,-15.707,0,0.0364,0.0274,0.126,0.0787,0.725,93.948,4,['a-ha'],[],['a-ha'],a-ha+This Alone Is Love,"['new_wave_pop', 'new_romantic', 'synthpop', 'permanent_wave', 'soft_rock', 'new_wave']",6
16510,5OWV0zaieHKpIW5O2EbRjy,There's Never a Forever Thing,52,171573,0,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],1988,0.602,0.303,7,-15.077,0,0.0243,0.521,0.00582,0.139,0.255,99.006,4,['a-ha'],[],['a-ha'],a-ha+There's Never a Forever Thing,"['new_wave_pop', 'new_romantic', 'synthpop', 'permanent_wave', 'soft_rock', 'new_wave']",10
16520,49TbwpBDgLMIYVDhJs9Fru,The Blood That Moves the Body,44,246293,0,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],1988,0.714,0.474,4,-13.67,0,0.0352,0.00573,0.0308,0.0884,0.798,123.086,4,['a-ha'],[],['a-ha'],a-ha+The Blood That Moves the Body,"['new_wave_pop', 'new_romantic', 'synthpop', 'permanent_wave', 'soft_rock', 'new_wave']",8
16532,0GB8LHHpV6ZR1jKvwRY0LY,Soft Rains of April,36,192640,0,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],1986,0.544,0.445,2,-16.22,1,0.0278,0.348,0.00103,0.221,0.145,101.95,3,['a-ha'],[],['a-ha'],a-ha+Soft Rains of April,"['new_wave_pop', 'new_romantic', 'synthpop', 'permanent_wave', 'soft_rock', 'new_wave']",7
16542,13WPj6r2DVNU3GoZtMc9eU,Living a Boy's Adventure Tale,44,302867,0,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],1985,0.582,0.368,6,-16.596,0,0.0297,0.0122,0.000305,0.0776,0.491,111.809,4,['a-ha'],[],['a-ha'],a-ha+Living a Boy's Adventure Tale,"['new_wave_pop', 'new_romantic', 'synthpop', 'permanent_wave', 'soft_rock', 'new_wave']",8
16543,3kPuHm2aXRJvpoKOCtjYI0,Lifelines,39,255733,0,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],2002,0.445,0.826,0,-7.093,1,0.0402,0.0015,0.00182,0.433,0.376,80.215,4,['a-ha'],[],['a-ha'],a-ha+Lifelines,"['new_wave_pop', 'new_romantic', 'synthpop', 'permanent_wave', 'soft_rock', 'new_wave']",7
16556,4ImMYuAuWr1zVzC1XgRW33,Early Morning,45,179240,0,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],1990,0.569,0.558,11,-12.992,0,0.0276,0.256,9.89e-05,0.146,0.693,133.098,4,['a-ha'],[],['a-ha'],a-ha+Early Morning,"['new_wave_pop', 'new_romantic', 'synthpop', 'permanent_wave', 'soft_rock', 'new_wave']",9
16560,5yNXAg5XjMzEXYC6QIFs4r,Angel in the Snow,36,253267,0,['a-ha'],['2jzc5TC5TVFLXQlBNiIUzE'],1993,0.53,0.565,8,-13.204,1,0.026,0.251,0.0426,0.295,0.495,90.293,4,['a-ha'],[],['a-ha'],a-ha+Angel in the Snow,"['new_wave_pop', 'new_romantic', 'synthpop', 'permanent_wave', 'soft_rock', 'new_wave']",7
