,TrackID,TrackName,Popularity,Duration,Explicit,Artists,ArtistsID,ReleaseYear,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,TimeSignature,artists_upd_v1,artists_upd_v2,artists_upd,artists_song,consolidates_genre_lists,popularity_red
78064,2VKRR4VBiaWkEX2ib5DPBw,Trail of Tears,35,366267,0,['Testament'],['28hJdGN1Awf7u3ifk2lVkg'],1994,0.297,0.527,8,-9.265,0,0.0349,0.00336,0.00238,0.0895,0.351,122.899,4,['Testament'],[],['Testament'],Testament+Trail of Tears,"['old_school_thrash', 'metal', 'hard_rock', 'alternative_metal', 'rock', 'thrash_metal', 'groove_metal', 'death_metal']",7
78067,0vNdvXj1O7D4cZLnerC9ne,The Haunting,32,254240,0,['Testament'],['28hJdGN1Awf7u3ifk2lVkg'],1987,0.336,0.612,0,-16.582,1,0.0615,7.27e-06,0.084,0.124,0.298,103.991,4,['Testament'],[],['Testament'],Testament+The Haunting,"['old_school_thrash', 'metal', 'hard_rock', 'alternative_metal', 'rock', 'thrash_metal', 'groove_metal', 'death_metal']",6
78077,17SBLfjtSlEWxHGHzW24R0,Low,37,213707,0,['Testament'],['28hJdGN1Awf7u3ifk2lVkg'],1994,0.371,0.887,6,-9.101,1,0.0483,6.11e-05,0.0321,0.0742,0.728,162.355,4,['Testament'],[],['Testament'],Testament+Low,"['old_school_thrash', 'metal', 'hard_rock', 'alternative_metal', 'rock', 'thrash_metal', 'groove_metal', 'death_metal']",7
78080,3Sz4xBhgwKNZgcKNbxw3lM,Face in the Sky,33,233867,0,['Testament'],['28hJdGN1Awf7u3ifk2lVkg'],1990,0.363,0.932,9,-12.269,1,0.039,0.000897,0.0144,0.129,0.287,99.07,4,['Testament'],[],['Testament'],Testament+Face in the Sky,"['old_school_thrash', 'metal', 'hard_rock', 'alternative_metal', 'rock', 'thrash_metal', 'groove_metal', 'death_metal']",6
78081,5gnjaZqOaqE5GZKjby8KoT,Electric Crown,51,330227,0,['Testament'],['28hJdGN1Awf7u3ifk2lVkg'],1992,0.363,0.905,1,-7.781,1,0.0519,0.00397,0.000402,0.375,0.53,81.292,4,['Testament'],[],['Testament'],Testament+Electric Crown,"['old_school_thrash', 'metal', 'hard_rock', 'alternative_metal', 'rock', 'thrash_metal', 'groove_metal', 'death_metal']",10
78084,2NS6OLwU7b1hDSFyWSpTDJ,Burnt Offerings,34,305707,0,['Testament'],['28hJdGN1Awf7u3ifk2lVkg'],1987,0.222,0.644,0,-15.542,1,0.0542,2.77e-05,0.0139,0.178,0.279,103.222,4,['Testament'],[],['Testament'],Testament+Burnt Offerings,"['old_school_thrash', 'metal', 'hard_rock', 'alternative_metal', 'rock', 'thrash_metal', 'groove_metal', 'death_metal']",6
78106,1W9csGp1HFTy5oCQiVW6Gl,Can't Help Lovin' Dat Man (Bonus Track),3,182333,0,['Tess Gardella'],['7enPG6FaQJsvZ25en0FKGP'],1928,0.654,0.168,10,-11.905,1,0.0544,0.99,4.06e-06,0.216,0.48,119.322,4,['Tess Gardella'],[],['Tess Gardella'],Tess Gardella+Can't Help Lovin' Dat Man (Bonus Track),[],0
78151,17YtDVU9bUluyihdOKWfxu,Suspicion,45,154907,0,['Terry Stafford'],['4kmoIUly5v8RsaKDhevAjT'],1994,0.595,0.57,2,-11.301,1,0.0356,0.678,0.291,0.13,0.884,137.757,4,['Terry Stafford'],[],['Terry Stafford'],Terry Stafford+Suspicion,['oklahoma_country'],9
78152,7yX6clhxwVHuKMNcCXAyB9,Poppy Nogood and the Phantom Band - Instrumental,23,1298000,0,['Terry Riley'],['7DnLQaXsqcYkgm0nyDrB3r'],1969,0.0935,0.197,7,-17.291,1,0.0416,0.874,0.929,0.124,0.0339,87.855,4,['Terry Riley'],[],['Terry Riley'],Terry Riley+Poppy Nogood and the Phantom Band - Instrumental,"['drone', 'compositional_ambient', 'contemporary_classical', 'minimalism', 'american_contemporary_classical', 'microtonal', 'avant-garde', 'experimental', 'free_jazz', 'fourth_world', 'tzadik']",4
78154,0aGvcIUEdMq9PelZIGJOBU,A Rainbow in the Curved Air - Instrumental,34,1119333,0,['Terry Riley'],['7DnLQaXsqcYkgm0nyDrB3r'],1969,0.197,0.422,2,-17.453,1,0.0505,0.672,0.58,0.128,0.131,172.806,4,['Terry Riley'],[],['Terry Riley'],Terry Riley+A Rainbow in the Curved Air - Instrumental,"['drone', 'compositional_ambient', 'contemporary_classical', 'minimalism', 'american_contemporary_classical', 'microtonal', 'avant-garde', 'experimental', 'free_jazz', 'fourth_world', 'tzadik']",6
78156,2tmUV0BmTTIt76pqQLcvEc,Seed Of Memory,22,326867,0,['Terry Reid'],['12fRdeKejG8BBzybGf0ygk'],1976,0.625,0.302,5,-11.561,0,0.0429,0.189,2.81e-05,0.0616,0.234,130.424,4,['Terry Reid'],[],['Terry Reid'],Terry Reid+Seed Of Memory,"['folk_rock', 'british_folk']",4
78182,1b2UnOjDjhPlv3e5K7WBt2,What Color Is Love,28,244947,0,['Terry Callier'],['5cHmjJA9Lo0ga8s8QdxEzs'],1973,0.275,0.207,7,-15.904,1,0.0331,0.318,0.00857,0.122,0.118,42.797,4,['Terry Callier'],[],['Terry Callier'],Terry Callier+What Color Is Love,['soul'],5
78192,14wptXR2xsGAbmbsNwQkQD,Dancing Girl,30,541120,0,['Terry Callier'],['5cHmjJA9Lo0ga8s8QdxEzs'],1973,0.353,0.261,1,-14.08,0,0.0379,0.64,0.000332,0.132,0.264,122.423,5,['Terry Callier'],[],['Terry Callier'],Terry Callier+Dancing Girl,['soul'],6
78195,0yLRilDf0t93qYg92Rtwnj,Tequila,38,232067,0,['Terrorvision'],['3jNwnthjUjHYvjyvRGfWuQ'],1998,0.584,0.953,2,-1.939,1,0.0593,0.00696,0.0,0.814,0.809,128.09,4,['Terrorvision'],[],['Terrorvision'],Terrorvision+Tequila,['britpop'],7
78200,1B3EH5RE7LhigcjdBhlY5F,After World Obliteration,32,209573,0,['Terrorizer'],['09eXH2A1Zi3E7MZJXGg5oG'],1989,0.23,0.985,2,-14.46,1,0.0855,3.03e-06,0.894,0.0949,0.0365,111.79,4,['Terrorizer'],[],['Terrorizer'],Terrorizer+After World Obliteration,"['brutal_death_metal', 'thrash_core', 'american_grindcore', 'grindcore', 'crust_punk', 'deathgrind', 'death_metal']",6
78236,5o0IrtXfutZpIWwE8EiRvN,Action,26,222533,0,['Terror Fabulous feat Nadine Sutherland'],['0pb2EkvFotNyCqDFu2gYrz'],1992,0.556,0.534,6,-10.694,1,0.149,0.176,0.0,0.0628,0.848,93.148,4,['Terror Fabulous feat Nadine Sutherland'],[],['Terror Fabulous feat Nadine Sutherland'],Terror Fabulous feat Nadine Sutherland+Action,[],5
78474,41qHBXjXb7Ep5CrpxeO7rP,海韻,31,192693,0,['Teresa Teng'],['3ienC90A5I1X3irDyQoqWZ'],2010,0.399,0.219,10,-14.345,0,0.0333,0.612,0.000356,0.0821,0.229,90.833,4,['Teresa Teng'],[],['Teresa Teng'],Teresa Teng+海韻,"['c-pop', 'kayokyoku', 'classic_mandopop']",6
78485,4X33aD0wL8F3z2AzNWRGAX,月亮代表我的心,36,210827,0,['Teresa Teng'],['3ienC90A5I1X3irDyQoqWZ'],2010,0.456,0.22,1,-14.909,1,0.0291,0.698,0.00028,0.166,0.37,78.207,4,['Teresa Teng'],[],['Teresa Teng'],Teresa Teng+月亮代表我的心,"['c-pop', 'kayokyoku', 'classic_mandopop']",7
78587,07JmyvYMNUs4WnZs1SYEuG,Beijo Sem - Ao Vivo,43,214560,0,"['Teresa Cristina', 'Marisa Monte', 'Pedro Baby']","['2j5unrF80yCu3AF8MPE2VE', '0rSTXALHu0EKAawPLBdODH', '7pMsZBaVjKibhLkNM9r4p0']",2009,0.697,0.36,2,-13.52,0,0.0427,0.858,0.000391,0.715,0.54,155.888,4,"['Teresa Cristina', 'Marisa Monte', 'Pedro Baby']",[],"['Teresa Cristina', 'Marisa Monte', 'Pedro Baby']",Teresa Cristina+Beijo Sem - Ao Vivo,"['pagode', 'bossa_nova', 'nova_mpb', 'samba_moderno', 'samba', 'mpb', 'velha_guarda']",8
78988,3XPQevBxsl15mKHVsV9nrR,Wonderboy,55,246867,0,['Tenacious D'],['1XpDYCrUJnvCo9Ez6yeMWh'],2001,0.39,0.914,2,-4.143,1,0.0759,0.0574,5.18e-05,0.108,0.344,104.259,4,['Tenacious D'],[],['Tenacious D'],Tenacious D+Wonderboy,"['comic_metal', 'parody', 'rock', 'alternative_metal', 'comic', 'comedy_rock']",11
78995,1KRdD8IpxMXGB2883OVP2Q,Classico,53,58507,1,['Tenacious D'],['1XpDYCrUJnvCo9Ez6yeMWh'],2006,0.738,0.531,6,-7.35,1,0.14,0.907,1.07e-05,0.311,0.919,170.007,4,['Tenacious D'],[],['Tenacious D'],Tenacious D+Classico,"['comic_metal', 'parody', 'rock', 'alternative_metal', 'comic', 'comedy_rock']",10
78996,0ffz9KBdCb7oJkSK0W7bbf,Beelzeboss (The Final Showdown),61,335800,1,['Tenacious D'],['1XpDYCrUJnvCo9Ez6yeMWh'],2006,0.47,0.877,2,-3.74,1,0.208,0.0149,1.35e-06,0.171,0.433,130.709,4,['Tenacious D'],[],['Tenacious D'],Tenacious D+Beelzeboss (The Final Showdown),"['comic_metal', 'parody', 'rock', 'alternative_metal', 'comic', 'comedy_rock']",12
79086,00eb8qf6YpJsNcVj4ilpzX,I'd Love To Change The World - Remastered 2004,25,224133,0,['Ten Years After'],['7nkLRaWHImCvWGHdNGnhVE'],2012,0.384,0.516,9,-12.032,0,0.0345,0.202,0.18,0.114,0.371,118.129,4,['Ten Years After'],[],['Ten Years After'],Ten Years After+I'd Love To Change The World - Remastered 2004,"['album_rock', 'british_blues', 'folk_rock', 'blues_rock', 'symphonic_rock', 'blues', 'electric_blues', 'country_rock', 'hard_rock', 'rock', 'psychedelic_rock', 'classic_rock', 'art_rock', 'roots_rock']",5
79211,7p0Pk7IJw1c494Qz5lXopE,Torn Curtain,35,416507,0,['Television'],['0S7Zur2g8YhqlzqtlYStli'],1977,0.463,0.465,4,-11.655,0,0.0342,0.112,0.0279,0.165,0.306,110.189,4,['Television'],[],['Television'],Television+Torn Curtain,"['post-punk', 'punk', 'no_wave', 'alternative_rock', 'indie_rock', 'rock', 'experimental', 'protopunk', 'psychedelic_rock', 'new_wave', 'art_punk', 'punk_blues', 'art_rock']",7
79217,6ZHa4WN0lqua4sQHRQFpkc,Guiding Light,39,332733,0,['Television'],['0S7Zur2g8YhqlzqtlYStli'],1977,0.552,0.422,11,-14.116,1,0.026,0.101,0.0176,0.0858,0.529,143.221,4,['Television'],[],['Television'],Television+Guiding Light,"['post-punk', 'punk', 'no_wave', 'alternative_rock', 'indie_rock', 'rock', 'experimental', 'protopunk', 'psychedelic_rock', 'new_wave', 'art_punk', 'punk_blues', 'art_rock']",7
79398,03eNm9gtegjxH7WoNOYYaa,Maailma On Sun,32,211360,0,['Tehosekoitin'],['4ohX8O3IjjDnsc4y2OBe1t'],2002,0.591,0.797,4,-4.126,0,0.0278,0.129,0.0,0.25,0.734,127.17,4,['Tehosekoitin'],[],['Tehosekoitin'],Tehosekoitin+Maailma On Sun,"['iskelma', 'classic_finnish_rock', 'finnish_pop', 'suomi_rock', 'finnish_punk']",6
79459,0L7QCEXQBDAtEyK1x72Sw0,Where Does the Good Go,63,217253,0,['Tegan and Sara'],['5e1BZulIiYWPRm8yogwUYH'],2004,0.741,0.508,3,-6.856,1,0.0302,0.212,0.000114,0.0757,0.841,105.022,4,['Tegan and Sara'],[],['Tegan and Sara'],Tegan and Sara+Where Does the Good Go,"['indie_pop', 'canadian_indie', 'permanent_wave', 'lilith', 'metropopolis', 'indie_poptimism', 'pop_rock']",12
79586,0Npw8kETzhGtLUobZaBr5u,"Lead Me On - From ""Top Gun"" Original Soundtrack",41,227600,0,['Teena Marie'],['61UT1Zj9dFgPAjZfwnsqsb'],1999,0.673,0.804,6,-7.745,1,0.035,0.435,0.0,0.0759,0.961,132.907,4,['Teena Marie'],[],['Teena Marie'],"Teena Marie+Lead Me On - From ""Top Gun"" Original Soundtrack","['classic_soul', 'urban_contemporary', 'soul', 'disco', 'funk', 'r&b', 'motown', 'new_jack_swing', 'post-disco', 'neo_soul', 'quiet_storm']",8
79738,2xKEAqAlHFqIR8irs6q651,You're My Choice Tonight (Choose Me),26,289813,0,['Teddy Pendergrass'],['68kACMx6A3D2BYiO056MeQ'],1984,0.713,0.438,7,-16.873,1,0.145,0.255,0.0,0.257,0.773,86.396,4,['Teddy Pendergrass'],[],['Teddy Pendergrass'],Teddy Pendergrass+You're My Choice Tonight (Choose Me),"['classic_soul', 'urban_contemporary', 'southern_soul', 'soul', 'disco', 'funk', 'r&b', 'motown', 'new_jack_swing', 'post-disco', 'philly_soul', 'quiet_storm']",5
79768,5yHIHTCmT4Y5XdmUFUjX5r,Love Is the Power,33,377231,0,['Teddy Pendergrass'],['68kACMx6A3D2BYiO056MeQ'],1988,0.725,0.459,1,-14.701,0,0.0362,0.266,2.78e-05,0.176,0.878,138.451,4,['Teddy Pendergrass'],[],['Teddy Pendergrass'],Teddy Pendergrass+Love Is the Power,"['classic_soul', 'urban_contemporary', 'southern_soul', 'soul', 'disco', 'funk', 'r&b', 'motown', 'new_jack_swing', 'post-disco', 'philly_soul', 'quiet_storm']",6
79775,2Qv5EUATFNebcFGq3rN8O6,Joy,35,375652,0,['Teddy Pendergrass'],['68kACMx6A3D2BYiO056MeQ'],1988,0.739,0.729,4,-9.694,0,0.0572,0.249,0.00768,0.069,0.884,103.339,4,['Teddy Pendergrass'],[],['Teddy Pendergrass'],Teddy Pendergrass+Joy,"['classic_soul', 'urban_contemporary', 'southern_soul', 'soul', 'disco', 'funk', 'r&b', 'motown', 'new_jack_swing', 'post-disco', 'philly_soul', 'quiet_storm']",7
79813,4FX6NiquFvfYqSNzEUgPds,2 A.M.,24,326426,0,['Teddy Pendergrass'],['68kACMx6A3D2BYiO056MeQ'],1988,0.722,0.49,8,-13.391,1,0.0404,0.324,4.88e-05,0.0347,0.892,124.203,4,['Teddy Pendergrass'],[],['Teddy Pendergrass'],Teddy Pendergrass+2 A.M.,"['classic_soul', 'urban_contemporary', 'southern_soul', 'soul', 'disco', 'funk', 'r&b', 'motown', 'new_jack_swing', 'post-disco', 'philly_soul', 'quiet_storm']",4
80110,0Egzrsufwqh0xeUfLufRcP,Frequency,47,187573,0,['Technicolor Fabrics'],['2GtdjV9W8RmiI4W2AUl4Pl'],2003,0.766,0.719,5,-6.987,1,0.0307,0.277,5.42e-05,0.271,0.8,122.976,4,['Technicolor Fabrics'],[],['Technicolor Fabrics'],Technicolor Fabrics+Frequency,"['mexican_rock', 'guadalajara_indie', 'rock_en_espanol', 'indie_rock_mexicano', 'latin_alternative', 'mexican_indie', 'latin_rock']",9
80116,2UgCRfbt0gafXbUDyMmnqh,Slacker,49,256400,1,['Tech N9ne'],['6UBA15slIuadJ8h2lPRPos'],2002,0.923,0.688,2,-3.904,1,0.252,0.31,0.0,0.0866,0.796,93.931,4,['Tech N9ne'],[],['Tech N9ne'],Tech N9ne+Slacker,"['kansas_city_hip_hop', 'hip_hop', 'rap', 'pop_rap']",9
80119,46t7etd7A3T5K1BDsw9Fjc,Imma Tell,51,285800,1,['Tech N9ne'],['6UBA15slIuadJ8h2lPRPos'],2002,0.759,0.866,11,-3.084,0,0.26,0.18,0.0,0.939,0.565,155.945,4,['Tech N9ne'],[],['Tech N9ne'],Tech N9ne+Imma Tell,"['kansas_city_hip_hop', 'hip_hop', 'rap', 'pop_rap']",10
80120,2hnTGEeWAh9UHIjpMsPiFf,I'm a Playa,49,298600,1,['Tech N9ne'],['6UBA15slIuadJ8h2lPRPos'],2002,0.694,0.895,9,-3.258,0,0.335,0.269,4.17e-06,0.4,0.779,167.974,4,['Tech N9ne'],[],['Tech N9ne'],Tech N9ne+I'm a Playa,"['kansas_city_hip_hop', 'hip_hop', 'rap', 'pop_rap']",9
80125,26sfR6xBMYUQ9ORoopLphT,Caribou Lou,53,271813,1,['Tech N9ne'],['6UBA15slIuadJ8h2lPRPos'],2006,0.782,0.828,1,-2.872,1,0.274,0.127,0.0,0.0584,0.51,178.091,4,['Tech N9ne'],[],['Tech N9ne'],Tech N9ne+Caribou Lou,"['kansas_city_hip_hop', 'hip_hop', 'rap', 'pop_rap']",10
80630,79bZelGWXPOeoHNzpJgy2q,Paris,25,308600,0,['Taxi Girl'],['4ztbfel6DJq0lL4wmTJN9Y'],1984,0.77,0.605,6,-13.08,0,0.0317,0.0606,0.33,0.0999,0.873,116.545,4,['Taxi Girl'],[],['Taxi Girl'],Taxi Girl+Paris,"['french_rock', 'early_synthpop', 'french_post-punk', 'french_synthpop']",5
80631,6nmB4NlsmCTJfO7PtSS6mw,Mannequin,16,289133,0,['Taxi Girl'],['4ztbfel6DJq0lL4wmTJN9Y'],1980,0.603,0.903,5,-6.853,1,0.0385,0.141,5.32e-06,0.157,0.925,158.94,4,['Taxi Girl'],[],['Taxi Girl'],Taxi Girl+Mannequin,"['french_rock', 'early_synthpop', 'french_post-punk', 'french_synthpop']",3
80633,0MJLw7QGn79f346Sbu6rA2,Cherchez le garçon,45,251427,0,['Taxi Girl'],['4ztbfel6DJq0lL4wmTJN9Y'],1980,0.711,0.835,7,-6.326,0,0.0341,0.0217,0.0339,0.0855,0.959,143.269,4,['Taxi Girl'],[],['Taxi Girl'],Taxi Girl+Cherchez le garçon,"['french_rock', 'early_synthpop', 'french_post-punk', 'french_synthpop']",9
80653,4JC90rQSqwMAhekHuu2hCj,A Penny for Your Thoughts,43,270067,0,['Tavares'],['3LfO03nEZMdWNHG2tLpMa0'],2010,0.537,0.469,0,-7.941,1,0.0324,0.6,0.0,0.109,0.363,136.536,4,['Tavares'],[],['Tavares'],Tavares+A Penny for Your Thoughts,"['classic_soul', 'adult_standards', 'disco', 'motown', 'post-disco', 'quiet_storm']",8
80995,0gzfbaYm3fnXjFN2PoEW6f,The Bargain,6,433107,0,['Tasavallan Presidentti'],['0K7HwXZvFphGV35z9Oorw2'],1972,0.472,0.427,9,-14.995,1,0.08,0.167,0.000269,0.0586,0.347,175.734,4,['Tasavallan Presidentti'],[],['Tasavallan Presidentti'],Tasavallan Presidentti+The Bargain,"['finnish_progressive_rock', 'classic_finnish_rock']",1
80999,2Twbod89JEMepGUbZtTPNx,Lounge,9,503560,0,['Tasavallan Presidentti'],['0K7HwXZvFphGV35z9Oorw2'],1972,0.353,0.581,7,-12.469,1,0.0339,0.053,0.00367,0.153,0.517,96.542,3,['Tasavallan Presidentti'],[],['Tasavallan Presidentti'],Tasavallan Presidentti+Lounge,"['finnish_progressive_rock', 'classic_finnish_rock']",1
81001,2Dh3rwL2V7VB606VJ6xIWy,Lambertland,7,419067,0,['Tasavallan Presidentti'],['0K7HwXZvFphGV35z9Oorw2'],1972,0.457,0.257,9,-16.854,0,0.0341,0.243,0.261,0.0856,0.0507,122.617,4,['Tasavallan Presidentti'],[],['Tasavallan Presidentti'],Tasavallan Presidentti+Lambertland,"['finnish_progressive_rock', 'classic_finnish_rock']",1
81218,3qaWD3zvihT2d9EiGGljuE,Quanto Mais Eu Grito,25,187280,0,['Tara Perdida'],['2JDzHpbTcm5cu8Ne2SDYo4'],2006,0.481,0.901,7,-4.689,1,0.0525,0.00336,0.0,0.248,0.703,104.74,4,['Tara Perdida'],[],['Tara Perdida'],Tara Perdida+Quanto Mais Eu Grito,"['portuguese_rock', 'punk_tuga']",5
81230,0otWaD7P1jqYsb0qSHNo6J,Hold You Tight,37,284345,0,['Tara Kemp'],['1eOD8TGo5Ek80Gv7VIqFij'],1991,0.739,0.675,1,-9.194,1,0.0444,0.0545,0.0112,0.0632,0.643,100.054,4,['Tara Kemp'],[],['Tara Kemp'],Tara Kemp+Hold You Tight,[],7
81394,0KHObZgnB0muhx74dNc8sE,The Jamestown Ferry,36,174640,0,['Tanya Tucker'],['7dmeVSH4lJqxXU7C87dKIB'],1972,0.693,0.37,10,-9.694,1,0.0475,0.589,0.0,0.0908,0.629,124.765,4,['Tanya Tucker'],[],['Tanya Tucker'],Tanya Tucker+The Jamestown Ferry,"['classic_country_pop', 'country', 'country_rock', 'outlaw_country', 'country_dawn']",7
81399,0YMsej8vvxbVTL3131b61D,Strong Enough To Bend,32,164267,0,['Tanya Tucker'],['7dmeVSH4lJqxXU7C87dKIB'],1996,0.628,0.409,8,-11.063,1,0.0273,0.743,1.29e-05,0.0877,0.661,91.798,4,['Tanya Tucker'],[],['Tanya Tucker'],Tanya Tucker+Strong Enough To Bend,"['classic_country_pop', 'country', 'country_rock', 'outlaw_country', 'country_dawn']",6
81419,28OATvjdTNgR27ww14APCL,Blood Red And Goin' Down,32,181693,0,['Tanya Tucker'],['7dmeVSH4lJqxXU7C87dKIB'],1972,0.662,0.566,9,-7.466,1,0.0328,0.375,4.02e-06,0.162,0.642,107.497,4,['Tanya Tucker'],[],['Tanya Tucker'],Tanya Tucker+Blood Red And Goin' Down,"['classic_country_pop', 'country', 'country_rock', 'outlaw_country', 'country_dawn']",6
81453,4F5vFZwT9u1dxyqcxM0q0o,路口,33,265427,0,['Tanya Chua'],['376pcuw4IgWBMOUwCr8kIm'],2006,0.437,0.474,9,-8.215,1,0.0344,0.826,0.0,0.0727,0.332,139.845,4,['Tanya Chua'],[],['Tanya Chua'],Tanya Chua+路口,"['singaporean_singer-songwriter', 'taiwan_singer-songwriter', 'mandopop', 'singaporean_pop', 'chinese_indie', 'singaporean_mandopop']",6
81513,00FU5uypELwgQuM9IbFC6G,Give It To Her,47,209053,0,['Tanto Metro & Devonte'],['4mVpYIVAOE8sEdYuL8HDpd'],2005,0.6,0.583,9,-6.617,0,0.281,0.0918,0.0,0.0992,0.763,126.517,5,['Tanto Metro & Devonte'],[],['Tanto Metro & Devonte'],Tanto Metro & Devonte+Give It To Her,"['dancehall', 'old_school_dancehall', 'soca']",9
81549,0ABzdp7IoIYV1n6E7ZRiSi,Nem Kell Semmi,39,215147,1,['Tankcsapda'],['3QbmGjx9VYiu3fpG8NjIZI'],2013,0.515,0.987,2,-4.909,1,0.0933,0.00075,1.22e-06,0.277,0.69,105.942,4,['Tankcsapda'],[],['Tankcsapda'],Tankcsapda+Nem Kell Semmi,['hungarian_rock'],7
81578,0OQrFWsfe5EG9ytTQagJ4R,Be Vagyok Rúgva,44,207987,1,['Tankcsapda'],['3QbmGjx9VYiu3fpG8NjIZI'],2013,0.627,0.991,0,-4.048,1,0.142,0.00482,1.15e-06,0.312,0.291,120.351,4,['Tankcsapda'],[],['Tankcsapda'],Tankcsapda+Be Vagyok Rúgva,['hungarian_rock'],8
81784,0D0V9aHKDAf2pGeYpkv8bN,White Eagle - 1995 Remaster,29,275640,0,['Tangerine Dream'],['1BGN1IdyiSR0ZYrkoKNchl'],1983,0.506,0.347,9,-14.684,0,0.0426,0.875,0.916,0.111,0.428,149.774,4,['Tangerine Dream'],[],['Tangerine Dream'],Tangerine Dream+White Eagle - 1995 Remaster,"['synthesizer', 'symphonic_rock', 'krautrock', 'space_rock', 'berlin_school', 'progressive_rock', 'art_rock']",5
81787,5iRVl2TQ54sk9KMed2iUDy,The Dream Is Always The Same,34,223293,0,['Tangerine Dream'],['1BGN1IdyiSR0ZYrkoKNchl'],1985,0.722,0.594,6,-17.13,1,0.049,0.976,0.929,0.126,0.755,126.579,4,['Tangerine Dream'],[],['Tangerine Dream'],Tangerine Dream+The Dream Is Always The Same,"['synthesizer', 'symphonic_rock', 'krautrock', 'space_rock', 'berlin_school', 'progressive_rock', 'art_rock']",6
81793,4xV0uv1aIMcIbqdPcO6A1K,Stratosfear,23,518600,0,['Tangerine Dream'],['1BGN1IdyiSR0ZYrkoKNchl'],1985,0.462,0.346,11,-16.177,0,0.0375,0.881,0.885,0.111,0.31,177.016,4,['Tangerine Dream'],[],['Tangerine Dream'],Tangerine Dream+Stratosfear,"['synthesizer', 'symphonic_rock', 'krautrock', 'space_rock', 'berlin_school', 'progressive_rock', 'art_rock']",4
81945,19bfflcCthWLniY6sfTx5K,Frederick's Bass Tester #3,2,85969,0,"['TandMProductionCo', 'TandMMusic', 'TandMTV']","['1ef5Rquvv7Xjxq31D6XDT9', '4qReeY8HfH39csJXSvsuxo', '0EOHBSvE4TIT57Q11FbuqG']",2015,0.787,0.263,11,-24.213,0,0.137,0.556,0.956,0.0991,0.209,119.997,4,"['TandMProductionCo', 'TandMMusic', 'TandMTV']",[],"['TandMProductionCo', 'TandMMusic', 'TandMTV']",TandMProductionCo+Frederick's Bass Tester #3,[],0
82148,5By0ncDilUYKg8peFDYP30,There Goes My Everything,36,157933,0,['Tammy Wynette'],['1LFKKuzn302wp15dYH28id'],1970,0.475,0.212,4,-11.673,1,0.0266,0.94,4.4e-05,0.0844,0.247,87.925,3,['Tammy Wynette'],[],['Tammy Wynette'],Tammy Wynette+There Goes My Everything,"['country_dawn', 'country', 'nashville_sound', 'country_rock']",7
82177,0OnqcS6g7qEdtI81AMteO1,Joey,26,144000,0,['Tammy Wynette'],['1LFKKuzn302wp15dYH28id'],1968,0.497,0.376,4,-8.859,1,0.0373,0.875,0.0,0.193,0.433,102.951,4,['Tammy Wynette'],[],['Tammy Wynette'],Tammy Wynette+Joey,"['country_dawn', 'country', 'nashville_sound', 'country_rock']",5
82192,0IX6yQ2pf6Zd2UfzuBynwq,He Loves Me All The Way,14,156200,0,['Tammy Wynette'],['1LFKKuzn302wp15dYH28id'],1964,0.448,0.536,10,-11.532,1,0.0442,0.564,0.0,0.0769,0.763,172.921,4,['Tammy Wynette'],[],['Tammy Wynette'],Tammy Wynette+He Loves Me All The Way,"['country_dawn', 'country', 'nashville_sound', 'country_rock']",2
82200,6udq033FRpzBxKnAsHGByz,Don't Touch Me,24,162733,0,['Tammy Wynette'],['1LFKKuzn302wp15dYH28id'],1970,0.304,0.148,9,-11.591,1,0.0323,0.949,4.22e-06,0.0957,0.238,77.566,4,['Tammy Wynette'],[],['Tammy Wynette'],Tammy Wynette+Don't Touch Me,"['country_dawn', 'country', 'nashville_sound', 'country_rock']",4
82259,3oor02t4e60PUJ98NvIxR9,Still,44,267560,0,['Tamia'],['0le01dl1WllSHhjEXRl4in'],2004,0.804,0.475,3,-7.344,1,0.0503,0.237,0.0,0.0807,0.644,130.042,4,['Tamia'],[],['Tamia'],Tamia+Still,"['urban_contemporary', 'dance_pop', 'canadian_pop', 'neo_soul', 'pop_r&b', 'r&b', 'new_jack_swing', 'hip_pop', 'quiet_storm']",8
82270,4tQXXFad6eReU2jDjE9UuP,Love Me in a Special Way,39,290427,0,['Tamia'],['0le01dl1WllSHhjEXRl4in'],2000,0.519,0.58,0,-5.214,1,0.0419,0.231,0.0,0.108,0.173,136.019,4,['Tamia'],[],['Tamia'],Tamia+Love Me in a Special Way,"['urban_contemporary', 'dance_pop', 'canadian_pop', 'neo_soul', 'pop_r&b', 'r&b', 'new_jack_swing', 'hip_pop', 'quiet_storm']",7
82350,1siUcrRMKOqnrJyknaYrz3,Valder Fields,34,158693,0,['Tamas Wells'],['01osYMBrXUdvSJJlzFgrVi'],2006,0.574,0.385,2,-9.972,1,0.0297,0.637,5.17e-05,0.126,0.401,116.986,4,['Tamas Wells'],[],['Tamas Wells'],Tamas Wells+Valder Fields,[],6
82380,3fLBmhcgWkPI47LfVQ8paB,Love and War,57,241920,0,['Tamar Braxton'],['1MT1Wz4G9Z9EVOg4L5zZMS'],2013,0.27,0.58,8,-5.717,0,0.039,0.469,0.0,0.343,0.242,179.919,3,['Tamar Braxton'],[],['Tamar Braxton'],Tamar Braxton+Love and War,"['dance_pop', 'neo_soul', 'pop_r&b', 'r&b', 'urban_contemporary', 'hip_pop']",11
